run_id,vehicle_id,timestamp_min,current_node,next_node,route_index,delayed_min,reroute_triggered
run_2026-03-17_22-25-09,2,80.0,1,12,0,0.0,True
run_2026-03-17_22-25-09,1,85.0,10,4,0,0.0,True
run_2026-03-17_22-25-09,2,85.0,1,12,0,0.0,True
run_2026-03-17_22-25-09,1,90.0,10,4,0,0.0,True
run_2026-03-17_22-25-09,2,90.0,1,12,0,0.0,True
run_2026-03-17_22-25-09,1,95.0,4,11,0,7.2,True
run_2026-03-17_22-25-09,2,95.0,1,12,0,0.0,True
run_2026-03-17_22-25-09,1,100.0,4,11,0,2.2,True
run_2026-03-17_22-25-09,2,100.0,1,12,0,0.0,True
run_2026-03-17_22-25-09,1,105.0,4,11,0,0.0,True
run_2026-03-17_22-25-09,2,105.0,1,12,0,0.0,True
run_2026-03-17_22-25-09,1,110.0,4,11,0,0.0,True
run_2026-03-17_22-25-09,2,110.0,1,12,0,0.0,True
run_2026-03-17_22-25-09,1,115.0,4,11,0,0.0,True
run_2026-03-17_22-25-09,2,115.0,12,5,0,5.3,True
run_2026-03-17_22-25-09,1,120.0,4,11,0,0.0,True
run_2026-03-17_22-25-09,2,120.0,12,5,0,0.3,True
run_2026-03-17_22-25-09,1,125.0,11,2,0,8.2,True
run_2026-03-17_22-25-09,2,125.0,12,5,0,0.0,True
run_2026-03-17_22-25-09,1,130.0,11,2,0,3.2,True
run_2026-03-17_22-25-09,2,130.0,12,5,0,0.0,True
run_2026-03-17_22-25-09,1,135.0,11,2,0,0.0,True
run_2026-03-17_22-25-09,2,135.0,12,5,0,5.0,True
run_2026-03-17_22-25-09,1,140.0,11,2,0,0.0,True
run_2026-03-17_22-25-09,2,140.0,12,5,0,0.0,True
run_2026-03-17_22-25-09,1,145.0,11,2,0,0.0,True
run_2026-03-17_22-25-09,2,145.0,12,5,0,0.0,True
run_2026-03-17_22-25-09,1,150.0,11,2,0,0.0,True
run_2026-03-17_22-25-09,2,150.0,12,5,0,0.0,True
run_2026-03-17_22-25-09,1,155.0,11,2,0,0.0,True
run_2026-03-17_22-25-09,2,155.0,12,5,0,0.0,True
run_2026-03-17_22-25-09,1,160.0,11,2,0,0.0,True
run_2026-03-17_22-25-09,2,160.0,5,7,0,7.1,True
run_2026-03-17_22-25-09,1,165.0,2,8,0,5.4,True
run_2026-03-17_22-25-09,2,165.0,5,7,0,2.1,True
run_2026-03-17_22-25-09,1,170.0,2,8,0,0.4,True
run_2026-03-17_22-25-09,2,170.0,5,7,0,0.0,True
run_2026-03-17_22-25-09,1,175.0,2,8,0,0.0,True
run_2026-03-17_22-25-09,2,175.0,5,7,0,0.0,True
run_2026-03-17_22-25-09,1,180.0,2,8,0,0.0,True
run_2026-03-17_22-25-09,2,180.0,5,7,0,0.0,True
run_2026-03-17_22-25-09,1,185.0,2,8,0,0.0,True
run_2026-03-17_22-25-09,2,185.0,5,7,0,0.0,True
run_2026-03-17_22-25-09,1,190.0,2,8,0,0.0,True
run_2026-03-17_22-25-09,2,190.0,5,7,0,5.0,True
run_2026-03-17_22-25-09,1,195.0,2,8,0,0.0,True
run_2026-03-17_22-25-09,2,195.0,5,7,0,0.0,True
run_2026-03-17_22-25-09,2,200.0,5,7,0,0.0,True
run_2026-03-17_22-25-09,1,205.0,8,13,0,0.0,True
run_2026-03-17_22-25-09,2,205.0,5,7,0,0.0,True
run_2026-03-17_22-25-09,1,210.0,8,13,0,0.0,True
run_2026-03-17_22-25-09,2,210.0,5,7,0,0.0,True
run_2026-03-17_22-25-09,1,215.0,8,13,0,0.0,True
run_2026-03-17_22-25-09,2,215.0,5,7,0,0.0,True
run_2026-03-17_22-25-09,1,220.0,8,13,0,0.0,True
run_2026-03-17_22-25-09,2,220.0,5,7,0,0.0,True
run_2026-03-17_22-25-09,1,225.0,8,13,0,0.0,True
run_2026-03-17_22-25-09,2,225.0,7,13,0,7.9,True
run_2026-03-17_22-25-09,1,230.0,8,13,0,0.0,True
run_2026-03-17_22-25-09,2,230.0,7,13,0,2.9,True
run_2026-03-17_22-25-09,1,235.0,8,13,0,0.0,True
run_2026-03-17_22-25-09,2,235.0,7,13,0,0.0,True
run_2026-03-17_22-25-09,1,240.0,13,,0,0.0,True
run_2026-03-17_22-25-09,2,240.0,7,13,0,0.0,True
run_2026-03-17_22-25-09,2,245.0,7,13,0,0.0,True
run_2026-03-17_22-25-09,2,250.0,7,13,0,0.0,True
run_2026-03-17_22-25-09,2,255.0,7,13,0,0.0,True
run_2026-03-17_22-25-09,2,260.0,7,13,0,0.0,True
run_2026-03-17_22-25-09,2,265.0,7,13,0,0.0,True
run_2026-03-17_22-25-09,2,270.0,13,,0,0.0,True
