run_id,vehicle_id,compartment_id,timestamp_min,temperature_c,setpoint_c,deviation_c
run_2026-03-17_22-25-09,1,A,60.0,5.77,3.0,2.77
run_2026-03-17_22-25-09,1,B,60.0,14.54,12.0,2.54
run_2026-03-17_22-25-09,1,C,60.0,16.92,15.0,1.92
run_2026-03-17_22-25-09,2,A,60.0,5.68,3.0,2.68
run_2026-03-17_22-25-09,2,B,60.0,14.17,12.0,2.17
run_2026-03-17_22-25-09,2,C,60.0,17.19,15.0,2.19
run_2026-03-17_22-25-09,1,A,65.0,5.51,3.0,2.51
run_2026-03-17_22-25-09,1,B,65.0,14.86,12.0,2.86
run_2026-03-17_22-25-09,1,C,65.0,17.81,15.0,2.81
run_2026-03-17_22-25-09,2,A,65.0,5.66,3.0,2.66
run_2026-03-17_22-25-09,2,B,65.0,13.79,12.0,1.79
run_2026-03-17_22-25-09,2,C,65.0,17.13,15.0,2.13
run_2026-03-17_22-25-09,1,A,70.0,5.4,3.0,2.4
run_2026-03-17_22-25-09,1,B,70.0,14.45,12.0,2.45
run_2026-03-17_22-25-09,1,C,70.0,17.55,15.0,2.55
run_2026-03-17_22-25-09,2,A,70.0,5.35,3.0,2.35
run_2026-03-17_22-25-09,2,B,70.0,13.84,12.0,1.84
run_2026-03-17_22-25-09,2,C,70.0,18.0,15.0,3.0
run_2026-03-17_22-25-09,1,A,75.0,5.68,3.0,2.68
run_2026-03-17_22-25-09,1,B,75.0,14.01,12.0,2.01
run_2026-03-17_22-25-09,1,C,75.0,17.55,15.0,2.55
run_2026-03-17_22-25-09,2,A,75.0,4.76,3.0,1.76
run_2026-03-17_22-25-09,2,B,75.0,13.21,12.0,1.21
run_2026-03-17_22-25-09,2,C,75.0,17.67,15.0,2.67
run_2026-03-17_22-25-09,1,A,80.0,6.21,3.0,3.21
run_2026-03-17_22-25-09,1,B,80.0,13.83,12.0,1.83
run_2026-03-17_22-25-09,1,C,80.0,17.39,15.0,2.39
run_2026-03-17_22-25-09,2,A,80.0,5.89,3.0,2.89
run_2026-03-17_22-25-09,2,B,80.0,13.66,12.0,1.66
run_2026-03-17_22-25-09,2,C,80.0,17.38,15.0,2.38
run_2026-03-17_22-25-09,1,A,85.0,6.33,3.0,3.33
run_2026-03-17_22-25-09,1,B,85.0,13.81,12.0,1.81
run_2026-03-17_22-25-09,1,C,85.0,17.45,15.0,2.45
run_2026-03-17_22-25-09,2,A,85.0,6.41,3.0,3.41
run_2026-03-17_22-25-09,2,B,85.0,13.97,12.0,1.97
run_2026-03-17_22-25-09,2,C,85.0,16.26,15.0,1.26
run_2026-03-17_22-25-09,1,A,90.0,5.78,3.0,2.78
run_2026-03-17_22-25-09,1,B,90.0,14.37,12.0,2.37
run_2026-03-17_22-25-09,1,C,90.0,16.34,15.0,1.34
run_2026-03-17_22-25-09,2,A,90.0,6.13,3.0,3.13
run_2026-03-17_22-25-09,2,B,90.0,13.76,12.0,1.76
run_2026-03-17_22-25-09,2,C,90.0,16.88,15.0,1.88
run_2026-03-17_22-25-09,1,A,95.0,7.59,3.0,4.59
run_2026-03-17_22-25-09,1,B,95.0,13.2,12.0,1.2
run_2026-03-17_22-25-09,1,C,95.0,15.76,15.0,0.76
run_2026-03-17_22-25-09,2,A,95.0,6.48,3.0,3.48
run_2026-03-17_22-25-09,2,B,95.0,13.65,12.0,1.65
run_2026-03-17_22-25-09,2,C,95.0,16.89,15.0,1.89
run_2026-03-17_22-25-09,1,A,100.0,7.83,3.0,4.83
run_2026-03-17_22-25-09,1,B,100.0,13.04,12.0,1.04
run_2026-03-17_22-25-09,1,C,100.0,16.31,15.0,1.31
run_2026-03-17_22-25-09,2,A,100.0,6.52,3.0,3.52
run_2026-03-17_22-25-09,2,B,100.0,13.65,12.0,1.65
run_2026-03-17_22-25-09,2,C,100.0,16.94,15.0,1.94
run_2026-03-17_22-25-09,1,A,105.0,6.86,3.0,3.86
run_2026-03-17_22-25-09,1,B,105.0,13.95,12.0,1.95
run_2026-03-17_22-25-09,1,C,105.0,16.34,15.0,1.34
run_2026-03-17_22-25-09,2,A,105.0,6.34,3.0,3.34
run_2026-03-17_22-25-09,2,B,105.0,13.85,12.0,1.85
run_2026-03-17_22-25-09,2,C,105.0,16.08,15.0,1.08
run_2026-03-17_22-25-09,1,A,110.0,6.46,3.0,3.46
run_2026-03-17_22-25-09,1,B,110.0,14.17,12.0,2.17
run_2026-03-17_22-25-09,1,C,110.0,16.46,15.0,1.46
run_2026-03-17_22-25-09,2,A,110.0,6.13,3.0,3.13
run_2026-03-17_22-25-09,2,B,110.0,13.88,12.0,1.88
run_2026-03-17_22-25-09,2,C,110.0,16.14,15.0,1.14
run_2026-03-17_22-25-09,1,A,115.0,6.11,3.0,3.11
run_2026-03-17_22-25-09,1,B,115.0,14.24,12.0,2.24
run_2026-03-17_22-25-09,1,C,115.0,16.6,15.0,1.6
run_2026-03-17_22-25-09,2,A,115.0,7.1,3.0,4.1
run_2026-03-17_22-25-09,2,B,115.0,14.03,12.0,2.03
run_2026-03-17_22-25-09,2,C,115.0,16.07,15.0,1.07
run_2026-03-17_22-25-09,1,A,120.0,5.8,3.0,2.8
run_2026-03-17_22-25-09,1,B,120.0,13.75,12.0,1.75
run_2026-03-17_22-25-09,1,C,120.0,16.63,15.0,1.63
run_2026-03-17_22-25-09,2,A,120.0,6.6,3.0,3.6
run_2026-03-17_22-25-09,2,B,120.0,13.58,12.0,1.58
run_2026-03-17_22-25-09,2,C,120.0,16.5,15.0,1.5
run_2026-03-17_22-25-09,1,A,125.0,7.97,3.0,4.97
run_2026-03-17_22-25-09,1,B,125.0,13.01,12.0,1.01
run_2026-03-17_22-25-09,1,C,125.0,16.63,15.0,1.63
run_2026-03-17_22-25-09,2,A,125.0,6.59,3.0,3.59
run_2026-03-17_22-25-09,2,B,125.0,13.2,12.0,1.2
run_2026-03-17_22-25-09,2,C,125.0,16.65,15.0,1.65
run_2026-03-17_22-25-09,1,A,130.0,7.36,3.0,4.36
run_2026-03-17_22-25-09,1,B,130.0,12.79,12.0,0.79
run_2026-03-17_22-25-09,1,C,130.0,16.54,15.0,1.54
run_2026-03-17_22-25-09,2,A,130.0,7.12,3.0,4.12
run_2026-03-17_22-25-09,2,B,130.0,12.87,12.0,0.87
run_2026-03-17_22-25-09,2,C,130.0,16.63,15.0,1.63
run_2026-03-17_22-25-09,1,A,135.0,6.87,3.0,3.87
run_2026-03-17_22-25-09,1,B,135.0,13.4,12.0,1.4
run_2026-03-17_22-25-09,1,C,135.0,17.05,15.0,2.05
run_2026-03-17_22-25-09,2,A,135.0,6.28,3.0,3.28
run_2026-03-17_22-25-09,2,B,135.0,12.68,12.0,0.68
run_2026-03-17_22-25-09,2,C,135.0,16.4,15.0,1.4
run_2026-03-17_22-25-09,1,A,140.0,7.13,3.0,4.13
run_2026-03-17_22-25-09,1,B,140.0,13.81,12.0,1.81
run_2026-03-17_22-25-09,1,C,140.0,17.4,15.0,2.4
run_2026-03-17_22-25-09,2,A,140.0,6.97,3.0,3.97
run_2026-03-17_22-25-09,2,B,140.0,13.13,12.0,1.13
run_2026-03-17_22-25-09,2,C,140.0,15.77,15.0,0.77
run_2026-03-17_22-25-09,1,A,145.0,7.07,3.0,4.07
run_2026-03-17_22-25-09,1,B,145.0,13.44,12.0,1.44
run_2026-03-17_22-25-09,1,C,145.0,17.47,15.0,2.47
run_2026-03-17_22-25-09,2,A,145.0,7.04,3.0,4.04
run_2026-03-17_22-25-09,2,B,145.0,13.14,12.0,1.14
run_2026-03-17_22-25-09,2,C,145.0,15.65,15.0,0.65
run_2026-03-17_22-25-09,1,A,150.0,7.56,3.0,4.56
run_2026-03-17_22-25-09,1,B,150.0,13.33,12.0,1.33
run_2026-03-17_22-25-09,1,C,150.0,17.56,15.0,2.56
run_2026-03-17_22-25-09,2,A,150.0,6.61,3.0,3.61
run_2026-03-17_22-25-09,2,B,150.0,14.04,12.0,2.04
run_2026-03-17_22-25-09,2,C,150.0,15.62,15.0,0.62
run_2026-03-17_22-25-09,1,A,155.0,7.55,3.0,4.55
run_2026-03-17_22-25-09,1,B,155.0,13.98,12.0,1.98
run_2026-03-17_22-25-09,1,C,155.0,18.34,15.0,3.34
run_2026-03-17_22-25-09,2,A,155.0,6.85,3.0,3.85
run_2026-03-17_22-25-09,2,B,155.0,14.57,12.0,2.57
run_2026-03-17_22-25-09,2,C,155.0,15.65,15.0,0.65
run_2026-03-17_22-25-09,1,A,160.0,7.85,3.0,4.85
run_2026-03-17_22-25-09,1,B,160.0,14.64,12.0,2.64
run_2026-03-17_22-25-09,1,C,160.0,18.26,15.0,3.26
run_2026-03-17_22-25-09,2,A,160.0,7.88,3.0,4.88
run_2026-03-17_22-25-09,2,B,160.0,14.35,12.0,2.35
run_2026-03-17_22-25-09,2,C,160.0,15.87,15.0,0.87
run_2026-03-17_22-25-09,1,A,165.0,9.46,3.0,6.46
run_2026-03-17_22-25-09,1,B,165.0,14.67,12.0,2.67
run_2026-03-17_22-25-09,1,C,165.0,17.7,15.0,2.7
run_2026-03-17_22-25-09,2,A,165.0,7.23,3.0,4.23
run_2026-03-17_22-25-09,2,B,165.0,14.75,12.0,2.75
run_2026-03-17_22-25-09,2,C,165.0,16.14,15.0,1.14
run_2026-03-17_22-25-09,1,A,170.0,8.41,3.0,5.41
run_2026-03-17_22-25-09,1,B,170.0,13.48,12.0,1.48
run_2026-03-17_22-25-09,1,C,170.0,17.0,15.0,2.0
run_2026-03-17_22-25-09,2,A,170.0,6.95,3.0,3.95
run_2026-03-17_22-25-09,2,B,170.0,14.71,12.0,2.71
run_2026-03-17_22-25-09,2,C,170.0,15.96,15.0,0.96
run_2026-03-17_22-25-09,1,A,175.0,7.92,3.0,4.92
run_2026-03-17_22-25-09,1,B,175.0,14.19,12.0,2.19
run_2026-03-17_22-25-09,1,C,175.0,16.94,15.0,1.94
run_2026-03-17_22-25-09,2,A,175.0,6.69,3.0,3.69
run_2026-03-17_22-25-09,2,B,175.0,14.48,12.0,2.48
run_2026-03-17_22-25-09,2,C,175.0,16.46,15.0,1.46
run_2026-03-17_22-25-09,1,A,180.0,8.57,3.0,5.57
run_2026-03-17_22-25-09,1,B,180.0,14.63,12.0,2.63
run_2026-03-17_22-25-09,1,C,180.0,17.49,15.0,2.49
run_2026-03-17_22-25-09,2,A,180.0,5.87,3.0,2.87
run_2026-03-17_22-25-09,2,B,180.0,14.41,12.0,2.41
run_2026-03-17_22-25-09,2,C,180.0,15.87,15.0,0.87
run_2026-03-17_22-25-09,1,A,185.0,8.35,3.0,5.35
run_2026-03-17_22-25-09,1,B,185.0,14.44,12.0,2.44
run_2026-03-17_22-25-09,1,C,185.0,17.18,15.0,2.18
run_2026-03-17_22-25-09,2,A,185.0,5.71,3.0,2.71
run_2026-03-17_22-25-09,2,B,185.0,15.26,12.0,3.26
run_2026-03-17_22-25-09,2,C,185.0,15.84,15.0,0.84
run_2026-03-17_22-25-09,1,A,190.0,7.11,3.0,4.11
run_2026-03-17_22-25-09,1,B,190.0,15.09,12.0,3.09
run_2026-03-17_22-25-09,1,C,190.0,17.27,15.0,2.27
run_2026-03-17_22-25-09,2,A,190.0,5.53,3.0,2.53
run_2026-03-17_22-25-09,2,B,190.0,14.85,12.0,2.85
run_2026-03-17_22-25-09,2,C,190.0,16.23,15.0,1.23
run_2026-03-17_22-25-09,1,A,195.0,7.96,3.0,4.96
run_2026-03-17_22-25-09,1,B,195.0,15.33,12.0,3.33
run_2026-03-17_22-25-09,1,C,195.0,17.03,15.0,2.03
run_2026-03-17_22-25-09,2,A,195.0,5.67,3.0,2.67
run_2026-03-17_22-25-09,2,B,195.0,14.5,12.0,2.5
run_2026-03-17_22-25-09,2,C,195.0,16.36,15.0,1.36
run_2026-03-17_22-25-09,2,A,200.0,5.07,3.0,2.07
run_2026-03-17_22-25-09,2,B,200.0,15.08,12.0,3.08
run_2026-03-17_22-25-09,2,C,200.0,15.94,15.0,0.94
run_2026-03-17_22-25-09,1,A,205.0,7.28,3.0,4.28
run_2026-03-17_22-25-09,1,B,205.0,14.5,12.0,2.5
run_2026-03-17_22-25-09,1,C,205.0,16.76,15.0,1.76
run_2026-03-17_22-25-09,2,A,205.0,4.88,3.0,1.88
run_2026-03-17_22-25-09,2,B,205.0,15.0,12.0,3.0
run_2026-03-17_22-25-09,2,C,205.0,16.35,15.0,1.35
run_2026-03-17_22-25-09,1,A,210.0,7.27,3.0,4.27
run_2026-03-17_22-25-09,1,B,210.0,14.26,12.0,2.26
run_2026-03-17_22-25-09,1,C,210.0,16.81,15.0,1.81
run_2026-03-17_22-25-09,2,A,210.0,5.6,3.0,2.6
run_2026-03-17_22-25-09,2,B,210.0,14.72,12.0,2.72
run_2026-03-17_22-25-09,2,C,210.0,16.15,15.0,1.15
run_2026-03-17_22-25-09,1,A,215.0,6.18,3.0,3.18
run_2026-03-17_22-25-09,1,B,215.0,13.73,12.0,1.73
run_2026-03-17_22-25-09,1,C,215.0,16.49,15.0,1.49
run_2026-03-17_22-25-09,2,A,215.0,5.56,3.0,2.56
run_2026-03-17_22-25-09,2,B,215.0,14.88,12.0,2.88
run_2026-03-17_22-25-09,2,C,215.0,15.66,15.0,0.66
run_2026-03-17_22-25-09,1,A,220.0,5.8,3.0,2.8
run_2026-03-17_22-25-09,1,B,220.0,13.98,12.0,1.98
run_2026-03-17_22-25-09,1,C,220.0,16.68,15.0,1.68
run_2026-03-17_22-25-09,2,A,220.0,5.67,3.0,2.67
run_2026-03-17_22-25-09,2,B,220.0,14.0,12.0,2.0
run_2026-03-17_22-25-09,2,C,220.0,15.56,15.0,0.56
run_2026-03-17_22-25-09,1,A,225.0,6.29,3.0,3.29
run_2026-03-17_22-25-09,1,B,225.0,13.98,12.0,1.98
run_2026-03-17_22-25-09,1,C,225.0,16.43,15.0,1.43
run_2026-03-17_22-25-09,2,A,225.0,7.86,3.0,4.86
run_2026-03-17_22-25-09,2,B,225.0,14.08,12.0,2.08
run_2026-03-17_22-25-09,2,C,225.0,15.59,15.0,0.59
run_2026-03-17_22-25-09,1,A,230.0,6.21,3.0,3.21
run_2026-03-17_22-25-09,1,B,230.0,14.6,12.0,2.6
run_2026-03-17_22-25-09,1,C,230.0,16.41,15.0,1.41
run_2026-03-17_22-25-09,2,A,230.0,7.78,3.0,4.78
run_2026-03-17_22-25-09,2,B,230.0,14.29,12.0,2.29
run_2026-03-17_22-25-09,2,C,230.0,15.14,15.0,0.14
run_2026-03-17_22-25-09,1,A,235.0,6.37,3.0,3.37
run_2026-03-17_22-25-09,1,B,235.0,14.13,12.0,2.13
run_2026-03-17_22-25-09,1,C,235.0,16.5,15.0,1.5
run_2026-03-17_22-25-09,2,A,235.0,7.51,3.0,4.51
run_2026-03-17_22-25-09,2,B,235.0,14.03,12.0,2.03
run_2026-03-17_22-25-09,2,C,235.0,15.99,15.0,0.99
run_2026-03-17_22-25-09,1,A,240.0,6.19,3.0,3.19
run_2026-03-17_22-25-09,1,B,240.0,13.55,12.0,1.55
run_2026-03-17_22-25-09,1,C,240.0,16.84,15.0,1.84
run_2026-03-17_22-25-09,2,A,240.0,6.92,3.0,3.92
run_2026-03-17_22-25-09,2,B,240.0,13.55,12.0,1.55
run_2026-03-17_22-25-09,2,C,240.0,15.2,15.0,0.2
run_2026-03-17_22-25-09,2,A,245.0,6.64,3.0,3.64
run_2026-03-17_22-25-09,2,B,245.0,13.39,12.0,1.39
run_2026-03-17_22-25-09,2,C,245.0,16.11,15.0,1.11
run_2026-03-17_22-25-09,2,A,250.0,5.66,3.0,2.66
run_2026-03-17_22-25-09,2,B,250.0,13.26,12.0,1.26
run_2026-03-17_22-25-09,2,C,250.0,15.9,15.0,0.9
run_2026-03-17_22-25-09,2,A,255.0,6.23,3.0,3.23
run_2026-03-17_22-25-09,2,B,255.0,13.06,12.0,1.06
run_2026-03-17_22-25-09,2,C,255.0,16.0,15.0,1.0
run_2026-03-17_22-25-09,2,A,260.0,6.72,3.0,3.72
run_2026-03-17_22-25-09,2,B,260.0,14.11,12.0,2.11
run_2026-03-17_22-25-09,2,C,260.0,15.67,15.0,0.67
run_2026-03-17_22-25-09,2,A,265.0,6.7,3.0,3.7
run_2026-03-17_22-25-09,2,B,265.0,14.62,12.0,2.62
run_2026-03-17_22-25-09,2,C,265.0,16.38,15.0,1.38
run_2026-03-17_22-25-09,2,A,270.0,6.7,3.0,3.7
run_2026-03-17_22-25-09,2,B,270.0,14.66,12.0,2.66
run_2026-03-17_22-25-09,2,C,270.0,16.4,15.0,1.4
