run_id,vehicle_id,batch_id,timestamp_min,quality_percent,above_safe_min,cumulative_abuse
run_2026-02-11_00-26-18,2,2,40.0,93.3,215.0,610.0
run_2026-02-11_00-26-18,2,4,40.0,91.1,215.0,610.0
run_2026-02-11_00-26-18,2,6,40.0,91.1,215.0,610.0
run_2026-02-11_00-26-18,2,11,40.0,72.0,215.0,610.0
run_2026-02-11_00-26-18,1,1,45.0,95.9,185.0,257.9
run_2026-02-11_00-26-18,1,3,45.0,95.9,185.0,257.9
run_2026-02-11_00-26-18,1,7,45.0,75.4,185.0,257.9
run_2026-02-11_00-26-18,1,10,45.0,95.9,185.0,257.9
run_2026-02-11_00-26-18,1,8,45.0,99.6,185.0,257.9
run_2026-02-11_00-26-18,1,9,45.0,99.6,185.0,257.9
run_2026-02-11_00-26-18,2,0,45.0,89.8,240.0,697.5
run_2026-02-11_00-26-18,2,2,45.0,92.2,240.0,697.5
run_2026-02-11_00-26-18,2,4,45.0,89.8,240.0,697.5
run_2026-02-11_00-26-18,2,6,45.0,89.8,240.0,697.5
run_2026-02-11_00-26-18,2,11,45.0,68.0,240.0,697.5
run_2026-02-11_00-26-18,1,1,50.0,95.1,215.0,298.5
run_2026-02-11_00-26-18,1,3,50.0,95.1,215.0,298.5
run_2026-02-11_00-26-18,1,7,50.0,71.9,215.0,298.5
run_2026-02-11_00-26-18,1,10,50.0,95.1,215.0,298.5
run_2026-02-11_00-26-18,1,8,50.0,99.5,215.0,298.5
run_2026-02-11_00-26-18,1,9,50.0,99.5,215.0,298.5
run_2026-02-11_00-26-18,2,0,50.0,88.5,265.0,787.6
run_2026-02-11_00-26-18,2,2,50.0,91.1,265.0,787.6
run_2026-02-11_00-26-18,2,4,50.0,88.5,265.0,787.6
run_2026-02-11_00-26-18,2,6,50.0,88.5,265.0,787.6
run_2026-02-11_00-26-18,2,11,50.0,64.0,265.0,787.6
run_2026-02-11_00-26-18,1,1,55.0,94.6,245.0,329.2
run_2026-02-11_00-26-18,1,3,55.0,94.6,245.0,329.2
run_2026-02-11_00-26-18,1,7,55.0,69.0,245.0,329.2
run_2026-02-11_00-26-18,1,10,55.0,94.6,245.0,329.2
run_2026-02-11_00-26-18,1,8,55.0,99.5,245.0,329.2
run_2026-02-11_00-26-18,1,9,55.0,99.5,245.0,329.2
run_2026-02-11_00-26-18,2,0,55.0,87.3,290.0,870.6
run_2026-02-11_00-26-18,2,2,55.0,90.2,290.0,870.6
run_2026-02-11_00-26-18,2,4,55.0,87.3,290.0,870.6
run_2026-02-11_00-26-18,2,6,55.0,87.3,290.0,870.6
run_2026-02-11_00-26-18,2,11,55.0,60.2,290.0,870.6
run_2026-02-11_00-26-18,1,1,60.0,94.1,275.0,357.6
run_2026-02-11_00-26-18,1,3,60.0,94.1,275.0,357.6
run_2026-02-11_00-26-18,1,7,60.0,66.1,275.0,357.6
run_2026-02-11_00-26-18,1,10,60.0,94.1,275.0,357.6
run_2026-02-11_00-26-18,1,8,60.0,99.4,275.0,357.6
run_2026-02-11_00-26-18,1,9,60.0,99.4,275.0,357.6
run_2026-02-11_00-26-18,2,0,60.0,86.3,315.0,940.2
run_2026-02-11_00-26-18,2,2,60.0,89.5,315.0,940.2
run_2026-02-11_00-26-18,2,4,60.0,86.3,315.0,940.2
run_2026-02-11_00-26-18,2,6,60.0,86.3,315.0,940.2
run_2026-02-11_00-26-18,2,11,60.0,56.9,315.0,940.2
run_2026-02-11_00-26-18,1,1,65.0,93.7,305.0,387.9
run_2026-02-11_00-26-18,1,3,65.0,93.7,305.0,387.9
run_2026-02-11_00-26-18,1,7,65.0,63.3,305.0,387.9
run_2026-02-11_00-26-18,1,10,65.0,93.7,305.0,387.9
run_2026-02-11_00-26-18,1,8,65.0,99.3,305.0,387.9
run_2026-02-11_00-26-18,1,9,65.0,99.3,305.0,387.9
run_2026-02-11_00-26-18,2,0,65.0,85.3,340.0,1008.4
run_2026-02-11_00-26-18,2,2,65.0,88.9,340.0,1008.4
run_2026-02-11_00-26-18,2,4,65.0,85.3,340.0,1008.4
run_2026-02-11_00-26-18,2,6,65.0,85.3,340.0,1008.4
run_2026-02-11_00-26-18,2,11,65.0,53.7,340.0,1008.4
run_2026-02-11_00-26-18,1,1,70.0,93.3,335.0,414.8
run_2026-02-11_00-26-18,1,3,70.0,93.3,335.0,414.8
run_2026-02-11_00-26-18,1,7,70.0,60.5,335.0,414.8
run_2026-02-11_00-26-18,1,10,70.0,93.3,335.0,414.8
run_2026-02-11_00-26-18,1,8,70.0,99.3,335.0,414.8
run_2026-02-11_00-26-18,1,9,70.0,99.3,335.0,414.8
run_2026-02-11_00-26-18,2,0,70.0,84.5,365.0,1059.0
run_2026-02-11_00-26-18,2,2,70.0,88.7,365.0,1059.0
run_2026-02-11_00-26-18,2,4,70.0,84.5,365.0,1059.0
run_2026-02-11_00-26-18,2,6,70.0,84.5,365.0,1059.0
run_2026-02-11_00-26-18,2,11,70.0,51.3,365.0,1059.0
run_2026-02-11_00-26-18,1,1,75.0,92.8,355.0,444.6
run_2026-02-11_00-26-18,1,3,75.0,92.8,355.0,444.6
run_2026-02-11_00-26-18,1,7,75.0,57.5,355.0,444.6
run_2026-02-11_00-26-18,1,10,75.0,92.8,355.0,444.6
run_2026-02-11_00-26-18,1,8,75.0,99.3,355.0,444.6
run_2026-02-11_00-26-18,1,9,75.0,99.3,355.0,444.6
run_2026-02-11_00-26-18,2,0,75.0,83.9,385.0,1095.9
run_2026-02-11_00-26-18,2,2,75.0,88.7,385.0,1095.9
run_2026-02-11_00-26-18,2,4,75.0,83.9,385.0,1095.9
run_2026-02-11_00-26-18,2,6,75.0,83.9,385.0,1095.9
run_2026-02-11_00-26-18,2,11,75.0,49.4,385.0,1095.9
run_2026-02-11_00-26-18,1,1,80.0,91.9,375.0,486.2
run_2026-02-11_00-26-18,1,3,80.0,91.9,375.0,486.2
run_2026-02-11_00-26-18,1,7,80.0,53.8,375.0,486.2
run_2026-02-11_00-26-18,1,10,80.0,91.9,375.0,486.2
run_2026-02-11_00-26-18,1,8,80.0,99.3,375.0,486.2
run_2026-02-11_00-26-18,1,9,80.0,99.3,375.0,486.2
run_2026-02-11_00-26-18,2,0,80.0,82.9,410.0,1161.0
run_2026-02-11_00-26-18,2,2,80.0,88.1,410.0,1161.0
run_2026-02-11_00-26-18,2,4,80.0,82.9,410.0,1161.0
run_2026-02-11_00-26-18,2,6,80.0,82.9,410.0,1161.0
run_2026-02-11_00-26-18,2,11,80.0,46.3,410.0,1161.0
run_2026-02-11_00-26-18,1,1,85.0,90.9,395.0,530.5
run_2026-02-11_00-26-18,1,3,85.0,90.9,395.0,530.5
run_2026-02-11_00-26-18,1,7,85.0,50.1,395.0,530.5
run_2026-02-11_00-26-18,1,10,85.0,90.9,395.0,530.5
run_2026-02-11_00-26-18,1,8,85.0,99.3,395.0,530.5
run_2026-02-11_00-26-18,1,9,85.0,99.3,395.0,530.5
run_2026-02-11_00-26-18,2,2,85.0,85.8,430.0,1273.6
run_2026-02-11_00-26-18,2,4,85.0,80.9,430.0,1273.6
run_2026-02-11_00-26-18,2,6,85.0,80.9,430.0,1273.6
run_2026-02-11_00-26-18,2,11,85.0,40.1,430.0,1273.6
run_2026-02-11_00-26-18,1,1,90.0,90.3,415.0,563.8
run_2026-02-11_00-26-18,1,3,90.0,90.3,415.0,563.8
run_2026-02-11_00-26-18,1,7,90.0,46.8,415.0,563.8
run_2026-02-11_00-26-18,1,10,90.0,90.3,415.0,563.8
run_2026-02-11_00-26-18,1,8,90.0,99.3,415.0,563.8
run_2026-02-11_00-26-18,1,9,90.0,99.3,415.0,563.8
run_2026-02-11_00-26-18,2,2,90.0,84.0,450.0,1368.2
run_2026-02-11_00-26-18,2,4,90.0,79.2,450.0,1368.2
run_2026-02-11_00-26-18,2,6,90.0,79.2,450.0,1368.2
run_2026-02-11_00-26-18,2,11,90.0,34.8,450.0,1368.2
run_2026-02-11_00-26-18,1,1,95.0,88.2,435.0,648.3
run_2026-02-11_00-26-18,1,3,95.0,88.2,435.0,648.3
run_2026-02-11_00-26-18,1,7,95.0,41.0,435.0,648.3
run_2026-02-11_00-26-18,1,10,95.0,88.2,435.0,648.3
run_2026-02-11_00-26-18,1,8,95.0,99.3,435.0,648.3
run_2026-02-11_00-26-18,2,2,95.0,82.5,470.0,1453.3
run_2026-02-11_00-26-18,2,4,95.0,77.7,470.0,1453.3
run_2026-02-11_00-26-18,2,6,95.0,77.7,470.0,1453.3
run_2026-02-11_00-26-18,2,11,95.0,29.9,470.0,1453.3
run_2026-02-11_00-26-18,1,1,100.0,86.1,455.0,734.6
run_2026-02-11_00-26-18,1,3,100.0,86.1,455.0,734.6
run_2026-02-11_00-26-18,1,7,100.0,35.1,455.0,734.6
run_2026-02-11_00-26-18,1,10,100.0,86.1,455.0,734.6
run_2026-02-11_00-26-18,1,8,100.0,99.3,455.0,734.6
run_2026-02-11_00-26-18,2,2,100.0,81.1,490.0,1534.3
run_2026-02-11_00-26-18,2,4,100.0,76.2,490.0,1534.3
run_2026-02-11_00-26-18,2,6,100.0,76.2,490.0,1534.3
run_2026-02-11_00-26-18,2,11,100.0,25.3,490.0,1534.3
run_2026-02-11_00-26-18,1,1,105.0,84.6,475.0,799.8
run_2026-02-11_00-26-18,1,3,105.0,84.6,475.0,799.8
run_2026-02-11_00-26-18,1,7,105.0,30.2,475.0,799.8
run_2026-02-11_00-26-18,1,10,105.0,84.6,475.0,799.8
run_2026-02-11_00-26-18,1,8,105.0,99.3,475.0,799.8
run_2026-02-11_00-26-18,2,2,105.0,79.8,510.0,1608.4
run_2026-02-11_00-26-18,2,4,105.0,74.9,510.0,1608.4
run_2026-02-11_00-26-18,2,6,105.0,74.9,510.0,1608.4
run_2026-02-11_00-26-18,2,11,105.0,21.0,510.0,1608.4
run_2026-02-11_00-26-18,1,1,110.0,83.3,495.0,854.8
run_2026-02-11_00-26-18,1,3,110.0,83.3,495.0,854.8
run_2026-02-11_00-26-18,1,7,110.0,25.9,495.0,854.8
run_2026-02-11_00-26-18,1,10,110.0,83.3,495.0,854.8
run_2026-02-11_00-26-18,1,8,110.0,99.3,495.0,854.8
run_2026-02-11_00-26-18,2,2,110.0,78.8,530.0,1676.5
run_2026-02-11_00-26-18,2,4,110.0,73.6,530.0,1676.5
run_2026-02-11_00-26-18,2,6,110.0,73.6,530.0,1676.5
run_2026-02-11_00-26-18,2,11,110.0,17.0,530.0,1676.5
run_2026-02-11_00-26-18,1,1,115.0,82.3,520.0,900.5
run_2026-02-11_00-26-18,1,3,115.0,82.3,520.0,900.5
run_2026-02-11_00-26-18,1,7,115.0,22.1,520.0,900.5
run_2026-02-11_00-26-18,1,10,115.0,82.3,520.0,900.5
run_2026-02-11_00-26-18,1,8,115.0,99.3,520.0,900.5
run_2026-02-11_00-26-18,2,2,115.0,78.3,550.0,1725.2
run_2026-02-11_00-26-18,2,4,115.0,72.6,550.0,1725.2
run_2026-02-11_00-26-18,2,6,115.0,72.6,550.0,1725.2
run_2026-02-11_00-26-18,2,11,115.0,14.0,550.0,1725.2
run_2026-02-11_00-26-18,1,1,120.0,81.6,540.0,937.5
run_2026-02-11_00-26-18,1,3,120.0,81.6,540.0,937.5
run_2026-02-11_00-26-18,1,7,120.0,18.7,540.0,937.5
run_2026-02-11_00-26-18,1,10,120.0,81.6,540.0,937.5
run_2026-02-11_00-26-18,1,8,120.0,99.3,540.0,937.5
run_2026-02-11_00-26-18,1,1,125.0,79.5,560.0,1004.0
run_2026-02-11_00-26-18,1,7,125.0,12.8,560.0,1004.0
run_2026-02-11_00-26-18,1,10,125.0,79.5,560.0,1004.0
run_2026-02-11_00-26-18,1,8,125.0,99.3,560.0,1004.0
run_2026-02-11_00-26-18,2,11,125.0,11.4,565.0,1764.2
run_2026-02-11_00-26-18,2,4,125.0,71.8,565.0,1764.2
run_2026-02-11_00-26-18,2,6,125.0,71.8,565.0,1764.2
run_2026-02-11_00-26-18,1,1,130.0,78.2,580.0,1051.7
run_2026-02-11_00-26-18,1,7,130.0,8.4,580.0,1051.7
run_2026-02-11_00-26-18,1,10,130.0,78.2,580.0,1051.7
run_2026-02-11_00-26-18,1,8,130.0,99.2,580.0,1051.7
run_2026-02-11_00-26-18,2,11,130.0,8.5,580.0,1807.1
run_2026-02-11_00-26-18,2,4,130.0,70.9,580.0,1807.1
run_2026-02-11_00-26-18,2,6,130.0,70.9,580.0,1807.1
run_2026-02-11_00-26-18,1,1,135.0,76.7,600.0,1102.4
run_2026-02-11_00-26-18,1,7,135.0,3.6,600.0,1102.4
run_2026-02-11_00-26-18,1,10,135.0,76.7,600.0,1102.4
run_2026-02-11_00-26-18,1,8,135.0,99.2,600.0,1102.4
run_2026-02-11_00-26-18,2,11,135.0,6.3,595.0,1839.2
run_2026-02-11_00-26-18,2,4,135.0,70.2,595.0,1839.2
run_2026-02-11_00-26-18,2,6,135.0,70.2,595.0,1839.2
run_2026-02-11_00-26-18,1,1,140.0,75.6,615.0,1142.5
run_2026-02-11_00-26-18,1,7,140.0,0.0,615.0,1142.5
run_2026-02-11_00-26-18,1,10,140.0,75.6,615.0,1142.5
run_2026-02-11_00-26-18,1,8,140.0,99.2,615.0,1142.5
run_2026-02-11_00-26-18,2,11,140.0,4.8,610.0,1860.7
run_2026-02-11_00-26-18,2,4,140.0,69.7,610.0,1860.7
run_2026-02-11_00-26-18,2,6,140.0,69.7,610.0,1860.7
run_2026-02-11_00-26-18,1,1,145.0,74.2,635.0,1191.9
run_2026-02-11_00-26-18,1,7,145.0,0.0,635.0,1191.9
run_2026-02-11_00-26-18,1,10,145.0,74.2,635.0,1191.9
run_2026-02-11_00-26-18,1,8,145.0,99.1,635.0,1191.9
run_2026-02-11_00-26-18,2,4,145.0,68.2,620.0,1907.0
run_2026-02-11_00-26-18,2,6,145.0,68.2,620.0,1907.0
run_2026-02-11_00-26-18,1,1,150.0,73.2,655.0,1229.1
run_2026-02-11_00-26-18,1,7,150.0,0.0,655.0,1229.1
run_2026-02-11_00-26-18,1,10,150.0,73.2,655.0,1229.1
run_2026-02-11_00-26-18,1,8,150.0,99.1,655.0,1229.1
run_2026-02-11_00-26-18,2,4,150.0,66.9,630.0,1947.5
run_2026-02-11_00-26-18,2,6,150.0,66.9,630.0,1947.5
run_2026-02-11_00-26-18,1,1,155.0,72.1,670.0,1270.4
run_2026-02-11_00-26-18,1,7,155.0,0.0,670.0,1270.4
run_2026-02-11_00-26-18,1,10,155.0,72.1,670.0,1270.4
run_2026-02-11_00-26-18,1,8,155.0,99.1,670.0,1270.4
run_2026-02-11_00-26-18,2,4,155.0,65.7,640.0,1985.5
run_2026-02-11_00-26-18,2,6,155.0,65.7,640.0,1985.5
run_2026-02-11_00-26-18,1,7,160.0,0.0,685.0,1310.0
run_2026-02-11_00-26-18,1,1,160.0,71.0,685.0,1310.0
run_2026-02-11_00-26-18,1,8,160.0,98.7,685.0,1310.0
run_2026-02-11_00-26-18,2,4,160.0,64.4,650.0,2026.0
run_2026-02-11_00-26-18,2,6,160.0,64.4,650.0,2026.0
run_2026-02-11_00-26-18,1,7,165.0,0.0,700.0,1354.2
run_2026-02-11_00-26-18,1,1,165.0,69.7,700.0,1354.2
run_2026-02-11_00-26-18,1,8,165.0,98.4,700.0,1354.2
run_2026-02-11_00-26-18,2,4,165.0,63.1,660.0,2066.0
run_2026-02-11_00-26-18,2,6,165.0,63.1,660.0,2066.0
run_2026-02-11_00-26-18,1,7,170.0,0.0,715.0,1389.3
run_2026-02-11_00-26-18,1,1,170.0,68.6,715.0,1389.3
run_2026-02-11_00-26-18,1,8,170.0,98.2,715.0,1389.3
run_2026-02-11_00-26-18,2,4,170.0,61.9,670.0,2102.8
run_2026-02-11_00-26-18,2,6,170.0,61.9,670.0,2102.8
run_2026-02-11_00-26-18,1,7,175.0,0.0,730.0,1421.6
run_2026-02-11_00-26-18,1,1,175.0,67.6,730.0,1421.6
run_2026-02-11_00-26-18,1,8,175.0,98.0,730.0,1421.6
run_2026-02-11_00-26-18,2,4,175.0,60.6,680.0,2141.0
run_2026-02-11_00-26-18,2,6,175.0,60.6,680.0,2141.0
run_2026-02-11_00-26-18,1,7,180.0,0.0,740.0,1474.9
run_2026-02-11_00-26-18,1,1,180.0,65.2,740.0,1474.9
run_2026-02-11_00-26-18,2,4,180.0,59.4,690.0,2178.8
run_2026-02-11_00-26-18,2,6,180.0,59.4,690.0,2178.8
run_2026-02-11_00-26-18,1,7,185.0,0.0,750.0,1525.9
run_2026-02-11_00-26-18,1,1,185.0,62.9,750.0,1525.9
run_2026-02-11_00-26-18,2,4,185.0,58.1,700.0,2218.9
run_2026-02-11_00-26-18,2,6,185.0,58.1,700.0,2218.9
run_2026-02-11_00-26-18,1,7,190.0,0.0,760.0,1567.5
run_2026-02-11_00-26-18,1,1,190.0,61.2,760.0,1567.5
run_2026-02-11_00-26-18,2,4,190.0,56.9,710.0,2256.6
run_2026-02-11_00-26-18,2,6,190.0,56.9,710.0,2256.6
run_2026-02-11_00-26-18,1,7,195.0,0.0,770.0,1595.2
run_2026-02-11_00-26-18,1,1,195.0,60.2,770.0,1595.2
run_2026-02-11_00-26-18,2,4,195.0,55.7,720.0,2294.1
run_2026-02-11_00-26-18,2,6,195.0,55.7,720.0,2294.1
run_2026-02-11_00-26-18,1,7,200.0,0.0,780.0,1622.2
run_2026-02-11_00-26-18,1,1,200.0,59.2,780.0,1622.2
run_2026-02-11_00-26-18,1,7,205.0,0.0,790.0,1656.8
run_2026-02-11_00-26-18,1,1,205.0,57.9,790.0,1656.8
run_2026-02-11_00-26-18,2,6,205.0,54.7,725.0,2309.2
run_2026-02-11_00-26-18,1,7,210.0,0.0,800.0,1692.8
run_2026-02-11_00-26-18,1,1,210.0,56.4,800.0,1692.8
run_2026-02-11_00-26-18,2,6,210.0,53.3,730.0,2329.9
run_2026-02-11_00-26-18,2,6,215.0,52.0,735.0,2350.2
run_2026-02-11_00-26-18,1,7,220.0,0.0,805.0,1714.3
run_2026-02-11_00-26-18,2,6,220.0,50.8,740.0,2369.1
run_2026-02-11_00-26-18,1,7,225.0,0.0,810.0,1735.9
run_2026-02-11_00-26-18,2,6,225.0,49.8,745.0,2384.5
run_2026-02-11_00-26-18,1,7,230.0,0.0,815.0,1758.1
run_2026-02-11_00-26-18,2,6,230.0,48.8,750.0,2400.3
run_2026-02-11_00-26-18,1,7,235.0,0.0,820.0,1781.1
run_2026-02-11_00-26-18,1,7,240.0,0.0,825.0,1802.9
run_2026-02-11_00-26-18,1,7,245.0,0.0,830.0,1827.3
run_2026-02-11_00-26-18,1,7,250.0,0.0,835.0,1847.9
run_2026-02-11_00-26-18,1,7,255.0,0.0,840.0,1866.4
